job_id,salary_in_usd,salary_in_gbp
job_4529,100000,79730
job_4530,209450,166994
job_4531,167560,133595
job_4532,16000,12756
job_4533,27000,21527
job_4534,72000,57405
job_4535,172900,137853
job_4536,144100,114891
job_4537,230000,183379
job_4538,175000,139527
job_4539,160000,127568
job_4540,135000,107635
job_4541,150000,119595
job_4542,110000,87703
job_4543,101500,80926
job_4544,83700,66734
job_4545,310270,247378
job_4546,253430,202059
job_4547,202800,161692
job_4548,104300,83158
job_4549,110000,87703
job_4550,70000,55811
job_4551,283000,225636
job_4552,184000,146703
job_4553,166500,132750
job_4554,113220,90270
job_4555,220000,175406
job_4556,185000,147500
job_4557,260000,207298
job_4558,225000,179392
job_4559,246500,196534
job_4560,133500,106439
job_4561,331640,264416
job_4562,283780,226258
job_4563,331640,264416
job_4564,283780,226258
job_4565,174000,138730
job_4566,134000,106838
job_4567,359170,286366
job_4568,310270,247378
job_4569,331640,264416
job_4570,283780,226258
job_4571,359170,286366
job_4572,295490,235594
job_4573,189110,150777
job_4574,139000,110824
job_4575,330000,263109
job_4576,230000,183379
job_4577,254000,202514
job_4578,200000,159460
job_4579,309400,246684
job_4580,159100,126850
job_4581,331640,264416
job_4582,267720,213453
job_4583,283780,226258
job_4584,218540,174242
job_4585,123040,174242
job_4586,73824,174242
job_4587,167000,133149
job_4588,109000,86905
job_4589,208000,165838
job_4590,193000,153879
job_4591,359170,286366
job_4592,295490,235594
job_4593,47899,35985
job_4594,115000,91689
job_4595,216000,172217
job_4596,184000,146703
job_4597,200000,159460
job_4598,145000,115608
job_4599,250000,199325
job_4600,166600,132830
job_4601,284000,226433
job_4602,227000,180987
job_4603,205000,163446
job_4604,160000,127568
job_4605,191400,152603
job_4606,127600,101735
job_4607,222200,177160
job_4608,136000,108432
job_4609,191400,152603
job_4610,127600,101735
job_4611,230000,183379
job_4612,175000,139527
job_4613,139600,111303
job_4614,85700,68328
job_4615,95000,75743
job_4616,70000,55811
job_4617,258000,205703
job_4618,171000,136338
job_4619,204500,163048
job_4620,126400,100778
job_4621,87000,69365
job_4622,73000,58202
job_4623,20000,15946
job_4624,300000,239190
job_4625,110736,239190
job_4626,55368,239190
job_4627,232960,185739
job_4628,151840,121062
job_4629,163152,130081
job_4630,108768,86720
job_4631,370000,295001
job_4632,245000,195338
job_4633,285000,227230
job_4634,193900,154596
job_4635,240000,191352
job_4636,163200,130119
job_4637,222000,177000
job_4638,166500,132750
job_4639,240000,191352
job_4640,163200,130119
job_4641,345000,275068
job_4642,234700,187126
job_4643,100000,79730
job_4644,40000,31892
job_4645,226600,180668
job_4646,140100,111701
job_4647,241000,192149
job_4648,155000,123581
job_4649,210000,167433
job_4650,90000,71757
job_4651,59382,47124
job_4652,90000,71757
job_4653,84000,66973
job_4654,160000,127568
job_4655,140000,111622
job_4656,221300,176442
job_4657,147500,117601
job_4658,204500,163048
job_4659,130000,103649
job_4660,210000,167433
job_4661,160000,127568
job_4662,204500,163048
job_4663,142200,113376
job_4664,186600,148776
job_4665,119800,95516
job_4666,192000,153081
job_4667,151000,120392
job_4668,185000,147500
job_4669,79600,63465
job_4670,169000,134743
job_4671,129300,103091
job_4672,204500,163048
job_4673,142200,113376
job_4674,250000,199325
job_4675,130000,103649
job_4676,210000,167433
job_4677,170000,135541
job_4678,221300,176442
job_4679,147500,117601
job_4680,189750,151287
job_4681,131100,104526
job_4682,299500,238791
job_4683,245100,195418
job_4684,128000,102054
job_4685,81500,64980
job_4686,80000,63784
job_4687,52500,41858
job_4688,370000,295001
job_4689,200000,159460
job_4690,72000,57405
job_4691,60000,47838
job_4692,180000,143514
job_4693,140000,111622
job_4694,94000,74946
job_4695,81900,65298
job_4696,210000,167433
job_4697,159090,126842
job_4698,210000,167433
job_4699,175000,139527
job_4700,118000,94081
job_4701,94400,75265
job_4702,150000,119595
job_4703,90000,71757
job_4704,190000,151487
job_4705,125000,99662
job_4706,130002,103650
job_4707,71908,57332
job_4708,80000,63784
job_4709,60000,47838
job_4710,167500,133547
job_4711,106500,84912
job_4712,202800,161692
job_4713,104300,83158
job_4714,81838,62589
job_4715,60000,47838
job_4716,185900,148218
job_4717,129300,103091
job_4718,150000,119595
job_4719,110000,87703
job_4720,230000,183379
job_4721,175000,139527
job_4722,200000,159460
job_4723,170000,135541
job_4724,175000,139527
job_4725,160000,127568
job_4726,255000,203311
job_4727,160000,127568
job_4728,116990,93276
job_4729,82920,66112
job_4730,121000,96473
job_4731,78000,62189
job_4732,159000,126770
job_4733,105000,83716
job_4734,309400,246684
job_4735,159100,126850
job_4736,155000,123581
job_4737,102000,81324
job_4738,374000,298190
job_4739,197500,157466
job_4740,260000,207298
job_4741,136000,108432
job_4742,240000,191352
job_4743,187000,149095
job_4744,20000,15946
job_4745,210000,167433
job_4746,190000,151487
job_4747,95000,75743
job_4748,70000,55811
job_4749,195000,155473
job_4750,119000,94878
job_4751,216000,172217
job_4752,184000,146703
job_4753,200000,159460
job_4754,160000,127568
job_4755,80000,63784
job_4756,70000,55811
job_4757,185000,147500
job_4758,79600,63465
job_4759,73824,63465
job_4760,61520,63465
job_4761,266450,212440
job_4762,177700,141680
job_4763,245000,195338
job_4764,185000,147500
job_4765,247500,197331
job_4766,172200,137295
job_4767,222200,177160
job_4768,136000,108432
job_4769,55720,44425
job_4770,50700,40423
job_4771,56000,44648
job_4772,370000,295001
job_4773,200000,159460
job_4774,196000,156270
job_4775,121000,96473
job_4776,202800,161692
job_4777,104300,83158
job_4778,135000,107635
job_4779,115000,91689
job_4780,302000,240784
job_4781,189000,150689
job_4782,65000,51824
job_4783,55000,43851
job_4784,220000,175406
job_4785,170000,135541
job_4786,185000,147500
job_4787,79600,63465
job_4788,110000,87703
job_4789,75000,59797
job_4790,150000,119595
job_4791,93000,74148
job_4792,190000,151487
job_4793,46565,39491
job_4794,204500,163048
job_4795,142200,113376
job_4796,204500,163048
job_4797,126400,100778
job_4798,216000,172217
job_4799,184000,146703
job_4800,139600,111303
job_4801,85700,68328
job_4802,100000,79730
job_4803,128750,102652
job_4804,79350,63265
job_4805,73824,63265
job_4806,67672,63265
job_4807,185900,148218
job_4808,129300,103091
job_4809,174000,138730
job_4810,134000,106838
job_4811,155000,123581
job_4812,125000,99662
job_4813,185000,147500
job_4814,79600,63465
job_4815,194400,154995
job_4816,132192,105396
job_4817,273400,217982
job_4818,182200,145268
job_4819,165000,131554
job_4820,142500,113615
job_4821,213654,170346
job_4822,142436,113564
job_4823,124230,99048
job_4824,68637,54724
job_4825,204000,162649
job_4826,161500,128764
job_4827,204500,163048
job_4828,142200,113376
job_4829,185900,148218
job_4830,129300,103091
job_4831,200000,159460
job_4832,100000,79730
job_4833,260000,207298
job_4834,136000,108432
job_4835,175000,139527
job_4836,148750,118598
job_4837,226600,180668
job_4838,140100,111701
job_4839,135000,107635
job_4840,95000,75743
job_4841,287700,229383
job_4842,148000,118000
job_4843,227240,181178
job_4844,197600,157546
job_4845,161000,128365
job_4846,140000,111622
job_4847,221000,176203
job_4848,185000,147500
job_4849,210000,167433
job_4850,178500,142318
job_4851,180000,143514
job_4852,150000,119595
job_4853,146100,116485
job_4854,112400,89616
job_4855,160000,127568
job_4856,140000,111622
job_4857,86128,111622
job_4858,79976,111622
job_4859,331640,264416
job_4860,267720,213453
job_4861,285000,227230
job_4862,205000,163446
job_4863,90000,71757
job_4864,120350,95955
job_4865,74400,59319
job_4866,146000,116405
job_4867,94000,74946
job_4868,237400,189279
job_4869,158200,126133
job_4870,225000,179392
job_4871,156400,124697
job_4872,192000,153081
job_4873,164000,130757
job_4874,150000,119595
job_4875,141000,112419
job_4876,260000,207298
job_4877,136000,108432
job_4878,309400,246684
job_4879,159100,126850
job_4880,267000,212879
job_4881,205000,163446
job_4882,147100,117282
job_4883,90700,72315
job_4884,115000,91689
job_4885,72000,57405
job_4886,169000,134743
job_4887,110600,88181
job_4888,67672,88181
job_4889,67672,88181
job_4890,185000,147500
job_4891,79600,63465
job_4892,165000,131554
job_4893,141000,112419
job_4894,177177,112419
job_4895,240000,191352
job_4896,142000,113216
job_4897,180000,143514
job_4898,105000,83716
job_4899,80000,63784
job_4900,60000,47838
job_4901,268000,213676
job_4902,180000,143514
job_4903,144628,115312
job_4904,115702,92249
job_4905,144000,114811
job_4906,132000,105243
job_4907,106400,84832
job_4908,81800,65219
job_4909,134200,106997
job_4910,103200,82281
job_4911,110000,87703
job_4912,93500,74547
job_4913,208200,165998
job_4914,151200,120551
job_4915,240000,191352
job_4916,180000,143514
job_4917,270000,215271
job_4918,220000,175406
job_4919,194500,155075
job_4920,115500,92088
job_4921,225000,179392
job_4922,156400,124697
job_4923,140000,111622
job_4924,100000,79730
job_4925,193600,154357
job_4926,119700,95436
job_4927,225000,179392
job_4928,199000,158662
job_4929,50000,39865
job_4930,40000,31892
job_4931,185900,148218
job_4932,129300,103091
job_4933,120000,95676
job_4934,95000,75743
job_4935,98432,75743
job_4936,55368,75743
job_4937,225000,179392
job_4938,156400,124697
job_4939,399880,124697
job_4940,41027,32558
job_4941,155000,123581
job_4942,100000,79730
job_4943,85000,67770
job_4944,65000,51824
job_4945,280100,223324
job_4946,168100,134026
job_4947,200000,159460
job_4948,120000,95676
job_4949,185000,147500
job_4950,79600,63465
job_4951,149040,118829
job_4952,113900,90812
job_4953,240000,191352
job_4954,180000,143514
job_4955,165000,131554
job_4956,145000,115608
job_4957,165000,131554
job_4958,145000,115608
job_4959,274450,218819
job_4960,199600,159141
job_4961,83500,66574
job_4962,52500,41858
job_4963,140000,111622
job_4964,76500,60993
job_4965,48585,38556
job_4966,38868,30845
job_4967,306000,243974
job_4968,204000,162649
job_4969,204500,163048
job_4970,142200,113376
job_4971,185900,148218
job_4972,129300,103091
job_4973,136000,108432
job_4974,104000,82919
job_4975,115000,91689
job_4976,81500,64980
job_4977,280000,223244
job_4978,250000,199325
job_4979,180000,143514
job_4980,100000,79730
job_4981,70000,55811
job_4982,100000,79730
job_4983,70000,55811
job_4984,240000,191352
job_4985,157000,125176
job_4986,222200,177160
job_4987,136000,108432
job_4988,204500,163048
job_4989,142200,113376
job_4990,140700,112180
job_4991,109600,87384
job_4992,278000,221649
job_4993,173000,137933
job_4994,110000,87703
job_4995,95000,75743
job_4996,305000,243176
job_4997,160000,127568
job_4998,175000,139527
job_4999,125000,99662
job_5000,155000,123581
job_5001,120000,95676
job_5002,85000,67770
job_5003,80000,63784
job_5004,24000,19135
job_5005,165400,131873
job_5006,127300,101496
job_5007,260000,207298
job_5008,136000,108432
job_5009,259000,206500
job_5010,138750,110625
job_5011,185900,148218
job_5012,129300,103091
job_5013,273400,217982
job_5014,182200,145268
job_5015,192000,153081
job_5016,178000,141919
job_5017,218000,173811
job_5018,85000,67770
job_5019,132000,105243
job_5020,71500,57007
job_5021,252000,200919
job_5022,129000,102851
job_5023,215050,171459
job_5024,113100,90174
job_5025,260000,207298
job_5026,136000,108432
job_5027,218000,173811
job_5028,85000,67770
job_5029,130000,103649
job_5030,85000,67770
job_5031,250000,199325
job_5032,200000,159460
job_5033,220000,175406
job_5034,170000,135541
job_5035,145000,115608
job_5036,115000,91689
job_5037,184000,146703
job_5038,123000,98068
job_5039,75000,59797
job_5040,65000,51824
job_5041,168400,134265
job_5042,90700,72315
job_5043,185900,148218
job_5044,129300,103091
job_5045,258000,205703
job_5046,190000,151487
job_5047,169000,134743
job_5048,110600,88181
job_5049,80000,63784
job_5050,70000,55811
job_5051,136505,108835
job_5052,100895,80443
job_5053,200000,159460
job_5054,150000,119595
job_5055,202800,161692
job_5056,104300,83158
job_5057,275300,219496
job_5058,183500,146304
job_5059,168400,134265
job_5060,105200,83876
job_5061,240000,191352
job_5062,150000,119595
job_5063,130000,103649
job_5064,120000,95676
job_5065,93000,74148
job_5066,248100,197810
job_5067,145900,116326
job_5068,177000,141122
job_5069,118000,94081
job_5070,120350,95955
job_5071,74400,59319
job_5072,190000,151487
job_5073,120000,95676
job_5074,237400,189279
job_5075,132870,105937
job_5076,248100,197810
job_5077,145900,116326
job_5078,170000,135541
job_5079,125000,99662
job_5080,105000,83716
job_5081,90000,71757
job_5082,317070,252800
job_5083,170730,136123
job_5084,170000,135541
job_5085,125000,99662
job_5086,158700,126531
job_5087,123906,98790
job_5088,222200,177160
job_5089,136000,108432
job_5090,166000,132351
job_5091,128000,102054
job_5092,80976,64260
job_5093,66940,53121
job_5094,333500,265899
job_5095,180500,143912
job_5096,242921,193681
job_5097,170045,135577
job_5098,248100,197810
job_5099,145900,116326
job_5100,92280,116326
job_5101,76284,116326
job_5102,225000,179392
job_5103,156400,124697
job_5104,257400,205225
job_5105,210600,167911
job_5106,65000,51824
job_5107,50000,39865
job_5108,293000,233609
job_5109,180000,143514
job_5110,260000,207298
job_5111,192000,153081
job_5112,170000,135541
job_5113,125000,99662
job_5114,99000,78932
job_5115,130000,103649
job_5116,100000,79730
job_5117,233000,185771
job_5118,166000,132351
job_5119,185100,147580
job_5120,127600,101735
job_5121,105000,83716
job_5122,80000,63784
job_5123,160000,127568
job_5124,55000,43851
job_5125,241000,192149
job_5126,163000,129960
job_5127,120000,95676
job_5128,90000,71757
job_5129,218000,173811
job_5130,118000,94081
job_5131,210000,167433
job_5132,168000,133946
job_5133,311000,247960
job_5134,162540,129593
job_5135,51676,129593
job_5136,43064,129593
job_5137,258750,206301
job_5138,185000,147500
job_5139,225000,179392
job_5140,145000,115608
job_5141,226600,180668
job_5142,140100,111701
job_5143,48585,38556
job_5144,38868,30845
job_5145,190000,151487
job_5146,165000,131554
job_5147,175000,139527
job_5148,160000,127568
job_5149,247500,197331
job_5150,172200,137295
job_5151,247500,197331
job_5152,172200,137295
job_5153,153600,122465
job_5154,106800,85151
job_5155,140000,111622
job_5156,76500,60993
job_5157,182850,145786
job_5158,113000,90095
job_5159,150000,119595
job_5160,120000,95676
job_5161,105000,83716
job_5162,95000,75743
job_5163,306000,243974
job_5164,204000,162649
job_5165,160000,127568
job_5166,135000,107635
job_5167,104584,107635
job_5168,92280,107635
job_5169,126000,100459
job_5170,86400,68886
job_5171,232760,185579
job_5172,169280,134967
job_5173,136000,108432
job_5174,104000,82919
job_5175,185900,148218
job_5176,129300,103091
job_5177,168000,133946
job_5178,130000,103649
job_5179,185900,148218
job_5180,129300,103091
job_5181,162500,129561
job_5182,130000,103649
job_5183,240350,191631
job_5184,174800,139368
job_5185,247500,197331
job_5186,172200,137295
job_5187,154000,122784
job_5188,116000,92486
job_5189,168000,133946
job_5190,130000,103649
job_5191,153600,122465
job_5192,107500,85709
job_5193,94100,75026
job_5194,72400,57724
job_5195,178000,141919
job_5196,152000,121189
job_5197,192000,153081
job_5198,164000,130757
job_5199,233200,185930
job_5200,140000,111622
job_5201,194000,154676
job_5202,161000,128365
job_5203,225000,179392
job_5204,156400,124697
job_5205,210000,167433
job_5206,160000,127568
job_5207,153600,122465
job_5208,107500,85709
job_5209,185900,148218
job_5210,129300,103091
job_5211,145000,115608
job_5212,120000,95676
job_5213,206000,164244
job_5214,130000,103649
job_5215,153600,122465
job_5216,107500,85709
job_5217,146100,116485
job_5218,112400,89616
job_5219,241000,192149
job_5220,155000,123581
job_5221,194500,155075
job_5222,115500,92088
job_5223,110000,87703
job_5224,70000,55811
job_5225,199000,158662
job_5226,145000,115608
job_5227,200000,159460
job_5228,170000,135541
job_5229,150120,119690
job_5230,120096,95752
job_5231,253000,201717
job_5232,168000,133946
job_5233,200000,159460
job_5234,170000,135541
job_5235,185900,148218
job_5236,129300,103091
job_5237,178600,142397
job_5238,142880,113918
job_5239,255000,203311
job_5240,169000,134743
job_5241,155000,123581
job_5242,100000,79730
job_5243,151410,120719
job_5244,144200,114970
job_5245,151410,120719
job_5246,115360,91976
job_5247,252000,200919
job_5248,129000,102851
job_5249,193170,154014
job_5250,116480,92869
job_5251,250000,199325
job_5252,125000,99662
job_5253,146000,116405
job_5254,94000,74946
job_5255,246080,74946
job_5256,203016,74946
job_5257,135344,74946
job_5258,110736,74946
job_5259,260000,207298
job_5260,136000,108432
job_5261,329500,262710
job_5262,269600,214952
job_5263,250500,199723
job_5264,159500,127169
job_5265,115000,91689
job_5266,105000,83716
job_5267,250000,199325
job_5268,170000,135541
job_5269,198800,158503
job_5270,105200,83876
job_5271,94035,74974
job_5272,57920,46179
job_5273,222200,177160
job_5274,136000,108432
job_5275,113600,90573
job_5276,60000,47838
job_5277,150000,119595
job_5278,130000,103649
job_5279,256000,204109
job_5280,160000,127568
job_5281,180000,143514
job_5282,165000,131554
job_5283,116000,92486
job_5284,78000,62189
job_5285,245000,195338
job_5286,210000,167433
job_5287,115934,92434
job_5288,81666,65112
job_5289,283200,225795
job_5290,188800,150530
job_5291,220000,175406
job_5292,150000,119595
job_5293,192000,153081
job_5294,164000,130757
job_5295,36000,28702
job_5296,205640,163956
job_5297,142600,113695
job_5298,193200,154038
job_5299,156400,124697
job_5300,196000,156270
job_5301,121000,96473
job_5302,72000,57405
job_5303,48000,38270
job_5304,165000,131554
job_5305,132300,105482
job_5306,244000,194541
job_5307,197000,157068
job_5308,328000,261514
job_5309,211000,168230
job_5310,237000,188960
job_5311,201450,160616
job_5312,229000,182581
job_5313,206000,164244
job_5314,231000,184176
job_5315,134000,106838
job_5316,183750,146504
job_5317,165400,131873
job_5318,175000,139527
job_5319,125000,99662
job_5320,152900,121907
job_5321,117700,93842
job_5322,285800,227868
job_5323,154600,123262
job_5324,289120,230515
job_5325,192400,153400
job_5326,179998,143512
job_5327,35000,27905
job_5328,230000,183379
job_5329,166000,132351
job_5330,258000,205703
job_5331,225000,179392
job_5332,156400,124697
job_5333,190000,151487
job_5334,150000,119595
job_5335,196000,156270
job_5336,121000,96473
job_5337,219000,174608
job_5338,141000,112419
job_5339,230000,183379
job_5340,206000,164244
job_5341,192000,153081
job_5342,164000,130757
job_5343,300000,239190
job_5344,260000,207298
job_5345,147000,117203
job_5346,92000,73351
job_5347,200000,159460
job_5348,140000,111622
job_5349,110000,87703
job_5350,70000,55811
job_5351,284310,226680
job_5352,153090,122058
job_5353,261500,208494
job_5354,134500,107236
job_5355,83200,66335
job_5356,204500,163048
job_5357,142200,113376
job_5358,145000,115608
job_5359,106000,84513
job_5360,190000,151487
job_5361,160000,127568
job_5362,275300,219496
job_5363,183500,146304
job_5364,147648,146304
job_5365,123040,146304
job_5366,182850,145786
job_5367,113000,90095
job_5368,202800,161692
job_5369,104300,83158
job_5370,215000,171419
job_5371,175000,139527
job_5372,228856,182467
job_5373,144540,115241
job_5374,162500,129561
job_5375,130000,103649
job_5376,140000,111622
job_5377,115000,91689
job_5378,136600,108911
job_5379,109280,87129
job_5380,221000,176203
job_5381,185000,147500
job_5382,84000,66973
job_5383,60000,47838
job_5384,73824,47838
job_5385,61520,47838
job_5386,70000,55811
job_5387,60000,47838
job_5388,281000,224041
job_5389,196000,156270
job_5390,146000,116405
job_5391,94000,74946
job_5392,69500,55412
job_5393,46400,36994
job_5394,185000,147500
job_5395,150000,119595
job_5396,145000,115608
job_5397,115000,91689
job_5398,254000,202514
job_5399,200000,159460
job_5400,260000,207298
job_5401,136000,108432
job_5402,281000,224041
job_5403,181000,144311
job_5404,285000,227230
job_5405,210000,167433
job_5406,69525,55432
job_5407,61800,49273
job_5408,192000,153081
job_5409,164000,130757
job_5410,178000,141919
job_5411,152000,121189
job_5412,160000,127568
job_5413,40000,31892
job_5414,125000,99662
job_5415,95000,75743
job_5416,130000,103649
job_5417,110000,87703
job_5418,48585,38556
job_5419,38868,30845
job_5420,145000,115608
job_5421,120000,95676
job_5422,283200,225795
job_5423,188800,150530
job_5424,225000,179392
job_5425,168000,133946
job_5426,140000,111622
job_5427,105000,83716
job_5428,130001,103649
job_5429,71907,57331
job_5430,144000,114811
job_5431,80000,63784
job_5432,205000,163446
job_5433,150000,119595
job_5434,189400,151008
job_5435,131685,104992
job_5436,204500,163048
job_5437,142200,113376
job_5438,150000,119595
job_5439,130000,103649
job_5440,120000,95676
job_5441,120000,95676
job_5442,172000,137135
job_5443,110000,87703
job_5444,260000,207298
job_5445,136000,108432
job_5446,110000,87703
job_5447,90000,71757
job_5448,60000,47838
job_5449,77791,61887
job_5450,55410,61887
job_5451,57000,45446
job_5452,120000,95676
job_5453,168400,134265
job_5454,90700,72315
job_5455,150000,119595
job_5456,95000,75743
job_5457,161000,128365
job_5458,85000,67770
job_5459,240000,191352
job_5460,157250,125375
job_5461,260000,207298
job_5462,136000,108432
job_5463,277500,221251
job_5464,206000,164244
job_5465,165000,131554
job_5466,150000,119595
job_5467,222200,177160
job_5468,136000,108432
job_5469,236500,188561
job_5470,176000,140324
job_5471,155000,123581
job_5472,120000,95676
job_5473,172800,137773
job_5474,110000,87703
job_5475,260000,207298
job_5476,136000,108432
job_5477,171250,136537
job_5478,113750,90692
job_5479,60000,47838
job_5480,100000,79730
job_5481,323905,257041
job_5482,146000,116405
job_5483,75000,59797
job_5484,146000,116405
job_5485,75000,59797
job_5486,150000,119595
job_5487,100000,79730
job_5488,62000,49432
job_5489,55000,43851
job_5490,155000,123581
job_5491,140000,111622
job_5492,36000,28702
job_5493,247500,197331
job_5494,172200,137295
job_5495,110000,87703
job_5496,70000,55811
job_5497,230000,183379
job_5498,140100,111701
job_5499,297300,237037
job_5500,198200,158025
job_5501,204000,162649
job_5502,161500,128764
job_5503,144000,114811
job_5504,77000,61392
job_5505,87500,69763
job_5506,62500,49831
job_5507,160000,127568
job_5508,135000,107635
job_5509,216000,172217
job_5510,184000,146703
job_5511,110736,146703
job_5512,55368,146703
job_5513,253000,201717
job_5514,156400,124697
job_5515,265000,211284
job_5516,200000,159460
job_5517,217000,173014
job_5518,185000,147500
job_5519,177300,141361
job_5520,136300,108672
job_5521,83000,66175
job_5522,72000,57405
job_5523,208450,166197
job_5524,170550,135979
job_5525,72000,57405
job_5526,60000,47838
job_5527,200000,159460
job_5528,130000,103649
job_5529,190000,151487
job_5530,165000,131554
job_5531,165000,131554
job_5532,145000,115608
job_5533,222200,177160
job_5534,136000,108432
job_5535,336400,268212
job_5536,201900,160975
job_5537,189750,151287
job_5538,131100,104526
job_5539,270000,215271
job_5540,95000,75743
job_5541,170000,135541
job_5542,120000,95676
job_5543,117300,93523
job_5544,69000,55013
job_5545,182000,145108
job_5546,144000,114811
job_5547,244000,194541
job_5548,200000,159460
job_5549,120000,95676
job_5550,100000,79730
job_5551,260000,207298
job_5552,175000,139527
job_5553,190000,151487
job_5554,150000,119595
job_5555,210000,167433
job_5556,160000,127568
job_5557,210000,167433
job_5558,160000,127568
job_5559,210000,167433
job_5560,160000,127568
job_5561,210000,167433
job_5562,160000,127568
job_5563,210000,167433
job_5564,160000,127568
job_5565,250000,199325
job_5566,100000,79730
job_5567,225000,179392
job_5568,175000,139527
job_5569,210000,167433
job_5570,160000,127568
job_5571,210000,167433
job_5572,160000,127568
job_5573,210000,167433
job_5574,160000,127568
job_5575,236500,188561
job_5576,176000,140324
job_5577,105000,83716
job_5578,102500,81723
job_5579,370000,295001
job_5580,200000,159460
job_5581,260000,207298
job_5582,225000,179392
job_5583,370000,295001
job_5584,200000,159460
job_5585,186600,148776
job_5586,116500,92885
job_5587,80000,63784
job_5588,60000,47838
job_5589,299500,238791
job_5590,245100,195418
job_5591,222000,177000
job_5592,138000,110027
job_5593,207300,165280
job_5594,149200,118957
job_5595,292000,232811
job_5596,164500,131156
job_5597,292200,232971
job_5598,164500,131156
job_5599,163800,130597
job_5600,126000,100459
job_5601,160000,127568
job_5602,120000,95676
job_5603,140000,111622
job_5604,120000,95676
job_5605,120000,95676
job_5606,280000,223244
job_5607,210000,167433
job_5608,170000,135541
job_5609,150000,119595
job_5610,200000,159460
job_5611,170000,135541
job_5612,225000,179392
job_5613,175000,139527
job_5614,189750,151287
job_5615,131100,104526
job_5616,123400,98386
job_5617,82200,65538
job_5618,49216,65538
job_5619,43064,65538
job_5620,225000,179392
job_5621,50000,39865
job_5622,161800,129003
job_5623,121400,96792
job_5624,285000,227230
job_5625,193900,154596
job_5626,240000,191352
job_5627,196000,156270
job_5628,214000,170622
job_5629,164000,130757
job_5630,170000,135541
job_5631,155000,123581
job_5632,125000,99662
job_5633,98000,78135
job_5634,199000,158662
job_5635,145000,115608
job_5636,260000,207298
job_5637,200000,159460
job_5638,105066,85680
job_5639,110736,85680
job_5640,86128,85680
job_5641,185900,148218
job_5642,129300,103091
job_5643,200000,159460
job_5644,145000,115608
job_5645,175000,139527
job_5646,120000,95676
job_5647,145000,115608
job_5648,120000,95676
job_5649,252000,200919
job_5650,129000,102851
job_5651,289800,231057
job_5652,214000,170622
job_5653,142000,113216
job_5654,87500,69763
job_5655,222200,177160
job_5656,136000,108432
job_5657,220000,175406
job_5658,165000,131554
job_5659,48585,38556
job_5660,38868,30845
job_5661,280830,223906
job_5662,173175,138072
job_5663,195000,155473
job_5664,160000,127568
job_5665,275300,219496
job_5666,183500,146304
job_5667,175000,139527
job_5668,145000,115608
job_5669,105000,83716
job_5670,85000,67770
job_5671,175000,139527
job_5672,160000,127568
job_5673,92280,127568
job_5674,49216,127568
job_5675,162500,129561
job_5676,130000,103649
job_5677,75038,59548
job_5678,64781,51408
job_5679,174350,139009
job_5680,126800,101097
job_5681,71475,56720
job_5682,61541,48837
job_5683,245000,195338
job_5684,140000,111622
job_5685,231250,184375
job_5686,138750,110625
job_5687,155000,123581
job_5688,125000,99662
job_5689,242000,192946
job_5690,195000,155473
job_5691,155000,123581
job_5692,125000,99662
job_5693,222200,177160
job_5694,136000,108432
job_5695,160000,127568
job_5696,140000,111622
job_5697,110000,87703
job_5698,70000,55811
job_5699,183924,146642
job_5700,125760,100268
job_5701,150000,119595
job_5702,105000,83716
job_5703,430640,83716
job_5704,61520,83716
job_5705,86374,68544
job_5706,30000,23919
job_5707,25500,20331
job_5708,175000,139527
job_5709,120000,95676
job_5710,222200,177160
job_5711,136000,108432
job_5712,219000,174608
job_5713,141000,112419
job_5714,147100,117282
job_5715,90700,72315
job_5716,130000,103649
job_5717,100000,79730
job_5718,213660,170351
job_5719,130760,104255
job_5720,147100,117282
job_5721,90700,72315
job_5722,170000,135541
job_5723,150000,119595
job_5724,150000,119595
job_5725,110000,87703
job_5726,275000,219257
job_5727,174000,138730
job_5728,230000,183379
job_5729,143200,114173
job_5730,225000,179392
job_5731,156400,124697
job_5732,200000,159460
job_5733,130000,103649
job_5734,90000,71757
job_5735,72000,57405
job_5736,253200,201876
job_5737,90700,72315
job_5738,342810,273322
job_5739,184590,147173
job_5740,162500,129561
job_5741,130000,103649
job_5742,105380,84019
job_5743,64500,51425
job_5744,30000,23919
job_5745,204620,163143
job_5746,110680,88245
job_5747,270703,215831
job_5748,221484,176589
job_5749,212750,169625
job_5750,185000,147500
job_5751,262000,208892
job_5752,245000,195338
job_5753,275300,219496
job_5754,183500,146304
job_5755,218500,174210
job_5756,199098,158741
job_5757,203300,162091
job_5758,123600,98546
job_5759,189110,150777
job_5760,139000,110824
job_5761,258750,206301
job_5762,185000,147500
job_5763,231500,184575
job_5764,166000,132351
job_5765,172500,137534
job_5766,110500,88101
job_5767,238000,189757
job_5768,176000,140324
job_5769,237000,188960
job_5770,201450,160616
job_5771,309400,246684
job_5772,159100,126850
job_5773,115000,91689
job_5774,81500,64980
job_5775,237000,188960
job_5776,201450,160616
job_5777,280000,223244
job_5778,210000,167433
job_5779,280100,223324
job_5780,168100,134026
job_5781,193500,154277
job_5782,139000,110824
job_5783,150000,119595
job_5784,70179,55692
job_5785,97171,77112
job_5786,185900,148218
job_5787,129300,103091
job_5788,225000,179392
job_5789,175000,139527
job_5790,185000,147500
job_5791,140000,111622
job_5792,48585,38556
job_5793,38868,30845
job_5794,105000,83716
job_5795,70000,55811
job_5796,163196,130116
job_5797,145885,116314
job_5798,217000,173014
